Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID
ENSG00000185920,PTCH1,"BCNS, NBCCS, PTCH",-402,No,Yes,True,40156412
ENSG00000139618,BRCA2,"FAD1, FANCD1, XRCC11",-402,No,Yes,True,40323485
ENSG00000009307,CSDE1,D1S155E,-402,No,No,True,38441169
ENSG00000149124,GLYAT,,-404,,,False,"39430840, 35933447"
ENSG00000111341,MGP,,-404,,,False,39989023
ENSG00000117632,STMN1,,-404,,,False,40035993
ENSG00000086205,FOLH1,"FOLH, GCPII, NAALAD1, NAALAdase, PSM, PSMA",-404,Yes,No,True,
ENSG00000105388,CEACAM5,,-406,,,False,40158720
ENSG00000067182,TNFRSF1A,,-406,,,False,39744815
ENSG00000275990,NCF4,,-406,,,False,39228435
ENSG00000276155,MAPT,,-406,,,False,40196645
ENSG00000277586,NEFL,,-406,,,False,
ENSG00000181092,ADIPOQ,,-408,,,False,40209785
ENSG00000120949,TNFRSF8,,-408,,,False,38452534
ENSG00000132383,RPA1,,-408,,,False,39859385
ENSG00000137275,RIPK1,,-408,,,False,40229146
ENSG00000233911,POU5F1,"MGC22487, OTF3, Oct4",-410,No,No,True,
ENSG00000116478,HDAC1,"GON-10, HD1, KDAC1, RPD3L1",-410,Yes,No,True,"38254102, 37121053"
ENSG00000020426,MNAT1,,-410,,,False,"39697730, 37232506"
ENSG00000066336,SPI1,,-410,,,False,40086557
ENSG00000165029,ABCA1,,-410,,,False,
,PLCG1 VARIANT PROTEIN,,-410,,,False,
ENSG00000198851,CD3E,,-410,,,False,39919841
ENSG00000106615,RHEB,RHEB2,-410,Yes,No,True,40224975
ENSG00000239697,TNFSF12,,-412,,,False,39301032
ENSG00000100462,PRMT5,,-412,,,False,40269778
ENSG00000250506,CDK3,,-414,,,False,39069541
ENSG00000196664,TLR7,,-414,,,False,40253735
ENSG00000048392,RRM2B,,-414,,,False,"40191558, 39315696"
ENSG00000084674,APOB,,-414,,,False,40242313
ENSG00000158711,ELK4,,-414,Yes,No,True,"39969091, 39305302"
ENSG00000171345,KRT19,,-416,,,False,40248345
ENSG00000197694,SPTAN1,,-416,,,False,37843276
ENSG00000175206,NPPA,,-422,,,False,
ENSG00000134480,CCNH,,-422,,,False,39409676
ENSG00000171552,BCL2L1,"BCL2L, BCLX, Bcl-X, PPP1R52, bcl-xL, bcl-xS",-422,No,No,True,35184257
ENSG00000101773,RBBP8,,-424,,,False,
ENSG00000010810,FYN,MGC45350,-424,Yes,No,True,36740671
ENSG00000127191,TRAF2,"RNF117, TRAP3",-424,No,No,True,"37081115, 36011046, 37415241"
ENSG00000168421,RHOH,"ARHH, TTF",-424,No,No,True,39689307
ENSG00000283158,MUC5AC,,-424,,,False,40146255
ENSG00000140983,RHOT2,,-424,,,False,33132189
ENSG00000147889,CDKN2A,"ARF, CDKN2, CMM2, INK4, INK4a, MLM, p14, p14ARF, p16, p16INK4a, p19Arf",-424,No,Yes,True,40324810
ENSG00000182866,LCK,,-426,Yes,No,True,"31315298, 35665750"
ENSG00000072736,NFATC3,,-426,,,False,31040921
ENSG00000114503,NCBP2,,-426,,,False,38707306
ENSG00000110321,EIF4G2,,-428,,,False,38578024
,ORC3L,,-428,,,False,
ENSG00000114738,MAPKAPK3,,-430,,,False,35285415
ENSG00000281877,RPS6KA1,,-430,,,False,39592591
ENSG00000100823,APEX1,,-430,,,False,
ENSG00000170776,AKAP13,,-432,,,False,37773451
ENSG00000124762,CDKN1A,"CAP20, CDKN1, SDI1, WAF1, p21CIP1, p21Cip1/Waf1",-432,No,Yes,True,40316295
ENSG00000105258,POLR2I,,-434,,,False,
ENSG00000105976,MET,"DFNB97, HGFR, RCCP2",-436,Yes,No,True,40325003
ENSG00000166313,APBB1,,-438,,,False,34718714
ENSG00000196396,PTPN1,PTP1B,-438,Yes,Yes,True,"40007349, 39819723"
ENSG00000177700,POLR2L,,-438,,,False,"38344181, 36901944"
ENSG00000198947,DMD,,-438,,,False,40155977
ENSG00000277377,SERPINA1,,-440,,,False,40114294
ENSG00000282899,E2F2,,-440,,,False,39946028
ENSG00000183856,IQGAP3,,-442,,,False,39438124
ENSG00000185551,NR2F2,,-446,,,False,"40095128, 39364872"
,HNMDAR1-4B,,-448,,,False,
ENSG00000127616,SMARCA4,"BRG1, FLJ39786, SNF2-BETA, SNF2L4, hSNF2b",-452,No,Yes,True,40288099
ENSG00000128266,GNAZ,,-456,,,False,34913528
ENSG00000269335,IKBKG,,-458,,,False,39996775
ENSG00000139625,MAP3K12,,-458,,,False,36092713
ENSG00000186803,IFNA10,,-460,,,False,
ENSG00000110786,PTPN5,,-460,,,False,"39341486, 36556168"
ENSG00000101224,CDC25B,,-460,,,False,39718608
ENSG00000080839,RBL1,,-460,,,False,38959035
ENSG00000137841,PLCB2,,-460,,,False,37832654
ENSG00000108947,EFNB3,,-462,,,False,36735714
ENSG00000135679,MDM2,"HDM2, MGC5370",-462,Yes,No,True,"40319021, 40316529"
,CEP27,,-466,,,False,
ENSG00000132906,CASP9,,-466,,,False,
ENSG00000133135,RNF128,,-466,,,False,"39567208, 38964734"
ENSG00000101349,PAK5,"KIAA1264, PAK7",-466,Yes,No,True,"39714112, 38496877"
ENSG00000187266,EPOR,,-466,Yes,No,True,"35359375, 28418910"
ENSG00000123268,ATF1,TREB36,-466,Yes,No,True,39762170
ENSG00000044524,EPHA3,"ETK, ETK1, HEK, HEK4, TYRO4",-468,No,Yes,True,39377541
ENSG00000077238,IL4R,,-470,,,False,
ENSG00000163563,MNDA,,-470,,,False,38745770
,DKFZP666O0110,,-470,,,False,
ENSG00000137745,MMP13,,-472,,,False,39948552
ENSG00000058335,RASGRF1,,-472,,,False,39462447
ENSG00000177455,CD19,,-472,Yes,No,True,
ENSG00000231617,DAXX,DAP6,-472,No,Yes,True,"40285678, 40158667"
ENSG00000007952,NOX1,,-472,,,False,40001471
ENSG00000122592,HOXA7,,-474,,,False,"40034024, 39596630"
ENSG00000145191,EIF2B5,,-474,,,False,"36672991, 34873168"
ENSG00000087494,PTHLH,,-474,,,False,39775048
ENSG00000188379,IFNA2,,-476,,,False,36991327
ENSG00000051523,CYBA,,-476,,,False,39273699
ENSG00000106144,CASP2,,-476,,,False,39524140
ENSG00000147885,IFNA16,,-476,,,False,
ENSG00000111057,KRT18,,-478,,,False,39729139
ENSG00000110092,CCND1,"BCL1, D11S287E, PRAD1, U21B31",-478,Yes,No,True,34294689
ENSG00000164162,ANAPC10,,-480,,,False,26083744
ENSG00000125084,WNT1,,-480,,,False,"40043819, 39934532"
ENSG00000186340,THBS2,,-480,,,False,40224213
ENSG00000196591,HDAC2,"KDAC2, YAF1",-480,Yes,No,True,40090152
ENSG00000196510,ANAPC7,,-482,,,False,35176309
ENSG00000244405,ETV5,ERM,-482,Yes,No,True,40027641
ENSG00000168610,STAT3,APRF,-482,Yes,No,True,32972405
,NUPL2,,-484,,,False,
ENSG00000166949,SMAD3,"HsT17436, JV15-2, MADH3",-484,No,Yes,True,"36727462, 34392614"
ENSG00000171517,LPAR3,,-484,,,False,"39267662, 38676998"
ENSG00000213341,CHUK,,-484,,,False,40067909
ENSG00000205250,E2F4,,-486,,,False,39930267
ENSG00000171791,BCL2,"Bcl-2, PPP1R50",-486,Yes,No,True,
ENSG00000023445,BIRC3,"API2, MALT2, MIHC, RNF49, c-IAP2, cIAP2, hiap-1",-486,Yes,Yes,True,40029500
ENSG00000056558,TRAF1,,-490,,,False,"40210478, 39949951"
ENSG00000206384,COL6A6,,-490,,,False,37197646
ENSG00000080224,EPHA6,,-490,,,False,
ENSG00000133835,HSD17B4,,-490,,,False,"38996938, 38274331"
ENSG00000275932,DUSP14,,-492,,,False,38565943
ENSG00000169439,SDC2,,-492,,,False,"40253416, 40075643"
ENSG00000118707,TGIF2,,-494,,,False,"39781447, 38629068"
ENSG00000125952,MAX,"bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8",-494,No,Yes,True,40324204
ENSG00000128422,KRT17,,-496,,,False,39993788
ENSG00000120235,IFNA6,,-496,,,False,
,PVRL2,,-496,,,False,39378759
ENSG00000227715,HLA-A,,-496,No,Yes,True,"40315369, 40294984"
ENSG00000082898,XPO1,"CRM-1, CRM1, emb",-496,Yes,No,True,40291981
ENSG00000147509,RGS20,,-496,,,False,38212294
ENSG00000109471,IL2,"IL-2, TCGF",-498,No,No,True,
ENSG00000135446,CDK4,PSK-J3,-502,Yes,No,True,40316529
ENSG00000158869,FCER1G,,-504,,,False,39510033
ENSG00000137486,ARRB1,,-506,,,False,33753990
ENSG00000120129,DUSP1,,-506,,,False,"40077895, 39946033"
ENSG00000091128,LAMB4,,-506,,,False,33667811
ENSG00000143727,ACP1,,-508,,,False,39348661
ENSG00000163481,RNF25,,-508,,,False,"39829812, 37946697"
ENSG00000276876,MYT1,,-510,,,False,39211113
ENSG00000164442,CITED2,,-510,,,False,38490101
ENSG00000105894,PTN,,-512,,,False,
ENSG00000128340,RAC2,EN-7,-512,Yes,No,True,"40199407, 39730971"
ENSG00000100592,DAAM1,,-514,,,False,36858182
ENSG00000113205,PCDHB3,,-514,,,False,25032869
ENSG00000120332,TNN,,-514,,,False,39434140
ENSG00000204967,PCDHA4,,-514,,,False,
ENSG00000140945,CDH13,,-514,,,False,36381315
ENSG00000121594,CD80,,-514,,,False,40272711
ENSG00000120324,PCDHB10,,-514,,,False,
ENSG00000261934,PCDHGA9,,-514,,,False,36958438
ENSG00000131910,NR0B2,,-514,,,False,38908543
ENSG00000178035,IMPDH2,,-514,,,False,39990949
ENSG00000240184,PCDHGC3,,-514,,,False,"36387445, 31216007"
ENSG00000010671,BTK,"AGMX1, ATK, IMD1, PSCTK1, XLA",-516,Yes,No,True,40278919
ENSG00000104365,IKBKB,"IKK-beta, IKK2, IKKB, NFKBIKB",-516,No,No,True,39996775
ENSG00000116717,GADD45A,,-518,,,False,"40019671, 39844407"
ENSG00000164086,DUSP7,,-520,,,False,37476896
ENSG00000230279,LTA,,-520,,,False,40001477
ENSG00000125686,MED1,,-522,,,False,39682180
ENSG00000115758,ODC1,,-522,,,False,
ENSG00000113494,PRLR,,-522,,,False,39975183
ENSG00000276971,TRPV6,,-522,,,False,38588625
ENSG00000164587,RPS14,,-524,,,False,36969056
ENSG00000165025,SYK,,-524,Yes,No,True,25447675
ENSG00000162692,VCAM1,,-524,,,False,40140843
ENSG00000065135,GNAI3,,-526,,,False,30836096
ENSG00000089022,MAPKAPK5,,-526,,,False,
ENSG00000149534,MS4A2,,-526,,,False,37942473
ENSG00000091831,ESR1,"ER-alpha, ESR, Era, NR3A1",-528,Yes,No,True,"31318440, 34621045, 37864956"
ENSG00000070501,POLB,,-528,,,False,"40081282, 39094983"
ENSG00000111424,VDR,,-528,,,False,
ENSG00000198363,ASPH,,-530,,,False,39980072
ENSG00000171132,PRKCE,,-530,,,False,
ENSG00000070756,PABPC1,,-530,,,False,40022166
ENSG00000163501,IHH,,-532,,,False,39941010
ENSG00000006451,RALA,,-532,,,False,
ENSG00000172955,ADH6,,-532,,,False,
ENSG00000179639,FCER1A,,-534,,,False,
ENSG00000089053,ANAPC5,,-534,,,False,29808689
ENSG00000102871,TRADD,,-534,,,False,39080676
ENSG00000163295,ALPI,,-534,,,False,37380796
ENSG00000136732,GYPC,,-534,,,False,36056582
ENSG00000070019,GUCY2C,,-534,,,False,38767504
ENSG00000131323,TRAF3,"CAP-1, CD40bp, CRAF1, LAP1, RNF118",-536,No,Yes,True,40050946
,MAP3K7IP2,,-536,,,False,
ENSG00000084676,NCOA1,"F-SRC-1, KAT13A, NCoA-1, RIP160, bHLHe74",-536,No,No,True,"24769444, 26287601"
ENSG00000078900,TP73,,-538,,,False,39929723
ENSG00000105173,CCNE1,CCNE,-538,Yes,No,True,40277748
ENSG00000038274,MAT2B,,-538,,,False,39293586
ENSG00000035862,TIMP2,,-540,,,False,40028520
ENSG00000095794,CREM,,-542,,,False,"40086890, 39892476"
ENSG00000147677,EIF3H,,-542,,,False,39671715
ENSG00000002330,BAD,,-542,,,False,"40320628, 40314800"
ENSG00000130829,DUSP9,"MKP-4, MKP4",-542,No,No,True,34830961
ENSG00000101076,HNF4A,,-546,,,False,
ENSG00000100644,HIF1A,"HIF-1alpha, HIF1, MOP1, PASD8, bHLHe78",-548,Yes,No,True,"37816999, 30081903"
ENSG00000113520,IL4,,-550,,,False,
ENSG00000124145,SDC4,"SYND4, amphiglycan, ryudocan",-550,No,No,True,40139079
ENSG00000125651,GTF2F1,,-552,,,False,
ENSG00000277603,TPO,,-552,,,False,
ENSG00000125845,BMP2,,-552,,,False,40209748
ENSG00000122756,CNTFR,,-554,,,False,"38562778, 36899967"
ENSG00000160145,KALRN,,-554,,,False,33658318
ENSG00000139187,KLRG1,,-558,,,False,"40282426, 40085489"
ENSG00000121691,CAT,,-558,,,False,40314919
ENSG00000115523,GNLY,,-560,,,False,39643914
ENSG00000106628,POLD2,,-564,,,False,38099988
,ORC1L,,-564,,,False,
ENSG00000115457,IGFBP2,,-564,,,False,40123590
,ORC2L,,-566,,,False,31103262
ENSG00000179295,PTPN11,"BPTP3, NS1, PTP2C, SH-PTP2, SHP-2, SHP2",-566,Yes,No,True,35802774
ENSG00000184937,WT1,"AWT1, GUD, NPHS4, WAGR, WIT-2",-568,Yes,Yes,True,40227798
ENSG00000158050,DUSP2,PAC-1,-568,No,No,True,"40014976, 39473102"
